issuer,cik,tickers,exchanges,listed_status,vehicle,launch_date,expiration,offer_type,offer_price,range_low,range_high,nav_pct,final_price,premium_price_used,premium_flag,pre_close,pre_close_date,post_close,post_close_date,pre_close_split_factor,doc_ref_price,doc_ref_quote,gross_premium,yf_premium,yf_doc_price_ratio,premium_basis,tendered_class,completed,proration,odd_lot_priority,odd_lot_clause,odd_lot_clause_2,odd_lot_priority_basis,launch_accession,clause_doc_accession,clause_doc_url,doc_sha256,completion_doc,completion_date,n_hit_filings,n_filings_in_offer,orphan_amendment,listed_basis,price_note,completion_source,doc_bytes,launch_primary_doc
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2022-06-17,2022-07-26,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in to the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-22-000109,0001554625-22-000109,https://www.sec.gov/Archives/edgar/data/1554625/000155462522000109/exhibit99a1a062022.htm,de87f6845f6ed7c409cebe8028f3d1b6437de2cb77504a03a4230637ec06fbe9,https://www.sec.gov/Archives/edgar/data/1554625/000155462522000133/a20220908-prisxscheduletoa.htm,2022-09-08,2,3,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-22-000133,168963,a20220616-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2022-09-16,2022-10-26,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-22-000143,0001554625-22-000143,https://www.sec.gov/Archives/edgar/data/1554625/000155462522000143/exhibit99a1a092022.htm,d8879622d043598aba1c688d396db8f50cbc836a442957bfbc46fb7e2f71aa73,https://www.sec.gov/Archives/edgar/data/1554625/000155462522000165/a20221130-prisxscheduletoa.htm,2022-12-01,2,3,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-22-000165,168805,a20220916-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2022-12-23,2023-02-02,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-22-000175,0001554625-22-000175,https://www.sec.gov/Archives/edgar/data/1554625/000155462522000175/exhibit99a1a122022.htm,2460b40a28a3a99a10d45bdfda324b46a065d98f796fede1c316d3a7a44cb582,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000010/a20230208-prisxscheduletoa.htm,2023-02-08,2,2,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-23-000010,168823,a20221223-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2023-03-27,2023-05-04,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-23-000041,0001554625-23-000041,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000041/exhibit99a1a32023.htm,0c1ebf23542e0ff64a9fc847653a775cf08bb8c4447c33c26a177ceba6103b3e,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000054/a20230512-prisxscheduletoa.htm,2023-05-12,2,3,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-23-000054,168718,a20230324-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2023-06-23,2023-08-02,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-23-000060,0001554625-23-000060,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000060/exhibit99a1a62023.htm,90725007f9881778000e39b3489c97b4a6a89b48020db340d073123da9cfa249,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000073/a20230810-prisxscheduletoa.htm,2023-08-10,2,3,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-23-000073,168584,a20230623-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2023-09-22,2023-11-01,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-23-000098,0001554625-23-000098,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000098/exhibit99a1a92023.htm,de234fbc47270acc3b681d8fb140f2d6fac2f3fa3018d734ca5d75a99019368d,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000120/a20231113-prisxscheduletoa.htm,2023-11-13,2,2,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-23-000120,168728,a20230922-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2023-12-22,2024-02-01,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-23-000129,0001554625-23-000129,https://www.sec.gov/Archives/edgar/data/1554625/000155462523000129/exhibit99a1a122023.htm,89ce227d4e1a7e9513fb46bda5ba8c3f1d4e8cc84f36eecdbd6f041d36c9cf3e,https://www.sec.gov/Archives/edgar/data/1554625/000155462524000007/a2024214-prisxscheduletoa.htm,2024-02-14,2,2,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-24-000007,168552,a20231222-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2024-03-22,2024-05-01,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-24-000014,0001554625-24-000014,https://www.sec.gov/Archives/edgar/data/1554625/000155462524000014/exhibit99a1a032024.htm,eaeb2d1b081861d4188b895834dacd7b7ab92d27fe024eabe77ae8f91b66f8bb,https://www.sec.gov/Archives/edgar/data/1554625/000155462524000021/a2024515-prisxscheduletoa.htm,2024-05-30,2,2,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-24-000021,168476,a20240322-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2024-06-21,2024-07-31,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-24-000026,0001554625-24-000026,https://www.sec.gov/Archives/edgar/data/1554625/000155462524000026/exhibit99a1a062024.htm,e285c45cd5a3d87357b3b944fc7193dc304292f46d699a2af9f2c8302c336a01,https://www.sec.gov/Archives/edgar/data/1554625/000155462524000045/a2024917-prisxscheduletoa.htm,2024-09-17,2,3,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-24-000045,168445,a20240621-prisxscheduletoxi.htm
"Priority Income Fund, Inc.",0001554625,"PRIF-PD,PRIF-PK,PRIF-PL","NYSE,NYSE,NYSE",non_traded,closed_end_or_interval_fund,2024-09-19,2024-10-31,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 4.","Odd Lot Holders who tender all of their Shares must also check the ""Full Odd Lot Redemption (100 shares or less)"" box in the Letter of Transmittal to qualify for the priority treatment available to Odd Lot Holders as set forth in Section 1.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001554625-24-000048,0001554625-24-000048,https://www.sec.gov/Archives/edgar/data/1554625/000155462524000048/exhibit99a1a092024.htm,7cc9c2ae36c19786ef8897f54dbbfef71a7aeb013a4dcf8becf8a4144549a270,https://www.sec.gov/Archives/edgar/data/1554625/000155462524000083/a20241219-prisxscheduletoa2.htm,2024-12-19,2,3,False,"document: 'there is no public market for the Shares. In our Prospectus, we indicated our intention to periodically repurchase a limited number of Share' [submissions index also lists ['PRIF-PD', 'PRIF-PK', 'PRIF-PL'] on ['NYSE', 'NYSE', 'NYSE'] - other class or later]",not exchange-listed / no ticker in the submissions index,0001554625-24-000083,168515,a20240919-prisxscheduletoxi.htm
